"CD_RES_SECTOR","score","rank","deciles"
"11002E14-",29.078924981909,3284,2
"11002E15-",24.8702560416546,4455,3
"11002E50-",33.846444241091,2355,2
"11002E521",40.3499754896251,1491,1
"11002E53-",40.4442633441143,1481,1
"11002E551",14.359998798003,9668,6
"11002F11-",38.8973649967713,1673,1
"11002F12-",59.7452859934771,297,1
"11002F21-",15.0501356090229,9171,6
"11002F223",65.0621883526933,168,1
"11002F60-",39.7634632997968,1574,1
"11002F61-",45.145975980495,998,1
"11002F62-",61.8561093534107,239,1
"11002F64-",48.4885371574482,770,1
"11002F65-",24.5020260285631,4572,3
"11002F6MJ",15.8281364929163,8616,5
"11002G51-",21.4032469348687,5746,4
"11002G522",24.3730697033609,4602,3
"11002G53-",17.9014983272679,7402,5
"11002G54-",13.2179107467443,10519,6
"11002G552",17.6649338482906,7535,5
"11002G59-",13.4045756237368,10355,6
"11002G72-",12.5228940082748,11053,7
"11002G73-",12.609024942034,10977,6
"11002G74-",20.9206343722085,5918,4
"11002G75-",13.4992837160604,10276,6
"11002G780",13.0849412356446,10627,6
"11002H40-",65.190899414067,166,1
"11002H41-",70.1342411082531,79,1
"11002H43-",64.1799078503328,191,1
"11002H44-",66.099347803279,147,1
"11002H83-",63.2769122271334,209,1
"11002H84-",62.7630015138673,225,1
"11002H8MJ",52.6649338492683,546,1
"11002J072",39.0860170887562,1654,1
"11002J80-",44.3638382800001,1067,1
"11002J81-",42.1194546100379,1294,1
"11002J820",50.7633125414897,642,1
"11002J83-",56.4473040235002,396,1
"11002J84-",34.9612974507449,2187,2
"11002J85-",51.529942212396,602,1
"11002J901",8.51001312200655,14395,8
"11002J912",13.3365689068161,10419,6
"11002J923",6.24497651360692,16158,9
"11002J932",48.6862900472654,754,1
"11002J94-",9.94460524638548,13197,8
"11002K171",26.1740397806493,4050,3
"11002K172",37.4245874656679,1851,2
"11002K173",21.7855921865679,5575,4
"11002K174",20.6982696320899,6030,4
"11002K214",29.5855043665534,3171,2
"11002L000",15.1070793896781,9133,5
"11002L011",14.9197260538673,9269,6
"11002L022",42.0602457852154,1304,1
"11002L090",13.9900269304512,9908,6
"11002L100",18.3572284302855,7162,4
"11002L111",17.4368687145831,7667,5
"11002L122",15.7598445266445,8669,5
"11002L17-",28.9678064803937,3318,2
"11002L18-",10.9635614511176,12325,7
"11002P00-",12.9665378864052,10704,6
"11002P01-",19.7215773332604,6467,4
"11002P02-",15.4098060068087,8916,5
"11002P03-",8.2086082886752,14656,9
"11002P04-",6.18757600566229,16189,9
"11002P05-",4.80927272891942,17042,10
"11002P100",6.82901911198014,15740,9
"11002P111",8.4256450938701,14478,8
"11002P12-",5.25209837257866,16777,10
"11002P20-",5.39771370027844,16683,10
"11002P21-",7.34207528321832,15336,9
"11002P22-",4.12633268760104,17402,10
"11002P23-",7.60597095918083,15140,9
"11002P242",5.17527000536071,16832,10
"11002P291",9.44133926486263,13615,8
"11002P500",8.04978640548996,14766,9
"11002P589",4.11995582365683,17405,10
"11002P590",4.83992123992607,17023,10
"11002Q001",42.7455576497242,1227,1
"11002Q012",32.5762531887951,2571,2
"11002Q021",51.3529844014526,613,1
"11002Q03-",16.4420401028238,8206,5
"11002Q04-",16.7459614244163,8038,5
"11002Q052",46.506339873622,892,1
"11002Q072",43.825271275777,1123,1
"11002Q091",13.8221842485545,10048,6
"11002Q10-",21.1958463219851,5816,4
"11002Q11-",9.37727930733707,13673,8
"11002Q12-",11.1042273862206,12195,7
"11002Q13-",17.8618697690363,7435,5
"11002Q14-",15.8203300833757,8622,5
"11002Q17-",25.6549458524659,4238,3
"11002Q201",22.1187922408886,5430,3
"11002Q212",11.3414907843288,12007,7
"11002Q222",5.32165106958936,16731,10
"11002Q233",8.77285720417389,14187,8
"11002Q242",7.44032247575737,15269,9
"11002Q2AA",3.99714848746615,17459,10
"11002Q30-",11.5219202325985,11854,7
"11002Q39-",12.2181483879056,11298,7
"11002R00-",34.9749640168594,2186,2
"11002R01-",30.3342822805251,3009,2
"11002R02-",39.381074273534,1618,1
"11002R03-",30.7802212461158,2926,2
"11002R04-",23.8614541535595,4774,3
"11002R05-",18.8423712655006,6921,4
"11002R101",43.5555418919877,1144,1
"11002R110",23.4134376482981,4947,3
"11002R12-",38.9085990049723,1672,1
"11002R13-",41.1656551641201,1401,1
"11002R180",25.5495879547718,4264,3
"11002R19-",30.0918874256694,3050,2
"11002R20-",20.3760965326176,6146,4
"11002R21-",21.6841135925277,5617,4
"11002R22-",17.8164390203664,7458,5
"11002R23-",13.8690897929488,10011,6
"11002R24-",22.6921564941382,5214,3
"11002R28-",43.8768335624482,1112,1
"11002R30-",37.7444388619965,1814,1
"11002R31-",28.3305582538079,3473,2
"11002R32-",36.6964053551001,1961,2
"11002R33-",19.1634382795379,6757,4
"11002R34-",41.0718371455871,1412,1
"11002R35-",23.7908728952845,4800,3
"11002R39-",22.4119228520429,5330,3
"11002R401",17.3310920467417,7724,5
"11002R41-",8.13267213492838,14710,9
"11002R42-",12.1730712858939,11343,7
"11002R43-",15.0337109796655,9181,6
"11002R44-",18.339223007233,7171,4
"11002R47-",17.3248809360962,7729,5
"11002R482",15.1442700587125,9101,5
"11002S00-",47.2607144514277,844,1
"11002S01-",57.1777293631713,380,1
"11002S02-",49.7780121633529,696,1
"11002S03-",55.105898499999,445,1
"11002S04-",45.098705215887,1005,1
"11002S05-",53.7855991970712,496,1
"11002S10-",31.7198720130511,2731,2
"11002S11-",16.9507383447542,7919,5
"11002S12-",22.0776397212531,5450,3
"11002S13-",24.7038661397347,4499,3
"11002S19-",12.8107812142256,10827,6
"11002S20-",39.3682386872861,1621,1
"11002S28-",25.9029123907501,4154,3
"11002S30-",56.2961071763696,400,1
"11002S31-",55.8900353673644,415,1
"11002S41-",29.3094925605301,3234,2
"11002S42-",23.1547251420837,5046,3
"11002S43-",22.1662652822367,5417,3
"11002T00-",47.7349660506807,812,1
"11002T01-",40.0048145340292,1537,1
"11002T02-",45.0373393141903,1011,1
"11002T03-",25.9366425456996,4137,3
"11002T04-",16.5768478754024,8130,5
"11002T05-",39.4518027589826,1615,1
"11002T09-",17.055053471094,7866,5
"11002T10-",7.86788223720885,14914,9
"11002T111",14.8615582286357,9317,6
"11002T12-",8.99970029561893,13996,8
"11002T13-",9.66722365775017,13439,8
"11002T14-",9.57189615230241,13522,8
"11002T180",8.72579185220337,14226,8
"11002T20-",22.669436590115,5225,3
"11002T21-",34.3044940218004,2280,2
"11002T22-",23.4682908483575,4931,3
"11002T23-",22.0093401689598,5488,3
"11002T24-",25.6849996302473,4221,3
"11002T25-",9.886516878555,13256,8
"11002T30-",16.5128202827082,8166,5
"11002T39-",23.3101567292212,4995,3
"11002T412",15.5485216166434,8826,5
"11002T42-",12.0741431025852,11425,7
"11002U00-",11.88143102222,11579,7
"11002U01-",15.7315646172413,8695,5
"11002U02-",14.2123917828323,9756,6
"11002U03-",7.73021239029572,15037,9
"11002U09-",17.041366822582,7872,5
"11002U10-",13.9967971140246,9903,6
"11002U11-",13.1359415371202,10584,6
"11002U20-",21.1223026603982,5836,4
"11002U21-",23.5533789818686,4885,3
"11002U22-",46.8878597260892,871,1
"11002U30-",8.29041591483799,14591,8
"11002U31-",10.2621871666591,12924,8
"11002U32-",6.16120190561601,16202,9
"11002U33-",8.87871069393804,14113,8
"11002U40-",4.29210555939217,17319,10
"11002U41-",10.9011865472945,12383,7
"11002U43-",5.27552127720195,16766,10
"11002U47-",4.57960615680035,17169,10
"11002U57-",11.1776275834684,12143,7
"11002U5MA",10.0521633781821,13103,8
"11002U60-",19.5286486676529,6574,4
"11002U69-",10.0182101800399,13131,8
"11002V00-",22.4397633295488,5322,3
"11002V01-",18.7442434667965,6980,4
"11002V02-",28.1418297289873,3502,2
"11002V03-",22.1378662322312,5425,3
"11002V04-",21.3466743181761,5766,4
"11002V05-",21.8578982688297,5547,4
"11002V07-",19.5700817470368,6545,4
"11002V099",18.4818199019764,7097,4
"11002V10-",28.7697136099459,3367,2
"11002V11-",18.3006494898126,7194,4
"11002V12-",49.7705670604727,698,1
"11002V13-",29.2125706774489,3256,2
"11002V14-",22.1944744473532,5408,3
"11002V19-",38.9151984256257,1670,1
"11002V20-",12.5899054408132,10996,7
"11002V21-",45.2881205706099,989,1
"11002V22-",9.5629195958925,13527,8
"11002V23-",5.39478653596023,16685,10
"11002V29-",18.841791384841,6922,4
"11002V301",41.20475059904,1396,1
"11002V312",10.5644191437166,12669,7
"11002V322",4.84459232733325,17021,10
"11002V373",13.8965929617225,9993,6
"11004A00-",3.62593406836043,17621,10
"11004A01-",1.67124633413665,18188,10
"11004A02-",2.27351115509215,18068,10
"11004A03-",3.28360283184583,17760,10
"11004A081",6.80153847558308,15762,9
"11004A09-",4.06266259096947,17425,10
"11004A10-",4.19131700733739,17368,10
"11004A18-",10.6421629921812,12613,7
"11004A19-",4.28469117928614,17322,10
"11004A21-",6.74117641168889,15800,9
"11004A220",3.61163703820961,17627,10
"11004A23-",5.62214973059626,16551,10
"11004A242",2.49682453761906,18019,10
"11004A29-",11.8181275549049,11631,7
"11004B000",2.81913649656143,17931,10
"11004B010",1.45044549566033,18229,10
"11004B022",1.89002198204738,18149,10
"11004B081",5.55861246322157,16592,10
"11004B090",5.34805405105761,16716,10
"11004B19-",4.03743707322031,17441,10
"11005A00-",22.0290134784855,5478,3
"11005A01-",24.128331953606,4699,3
"11005A02-",19.0676533196338,6809,4
"11005A03-",28.0975588360444,3513,2
"11005A04-",41.2470565164788,1394,1
"11005A051",14.3592756110464,9669,6
"11005A072",15.9140416247022,8559,5
"11005A093",20.0600422923523,6315,4
"11005A10-",16.4492397021462,8203,5
"11005A184",13.9148326370244,9968,6
"11005A191",13.8744595067002,10009,6
"11005A20-",28.0494305869565,3532,2
"11005A211",8.84451449032281,14133,8
"11005A22-",5.80942409200877,16430,9
"11005A232",16.4922024586282,8176,5
"11005A242",4.92024040223246,16976,10
"11005A25-",3.47038871202265,17684,10
"11005A30-",25.4673171954262,4292,3
"11007A00-",11.1916155013195,12129,7
"11007A01-",7.15478163917559,15508,9
"11007A020",2.22877064336628,18081,10
"11007A03-",6.42191508361711,16046,9
"11007A04-",5.88654305333415,16383,9
"11007A080",8.82725514692108,14154,8
"11007A09-",10.5944241406528,12646,7
"11008A00-",8.65308927550763,14298,8
"11008A01-",13.0574380025072,10652,6
"11008A020",6.31365021768038,16113,9
"11008A03-",3.96512728176345,17468,10
"11008A04-",4.90139359837065,16982,10
"11008A0AA",3.33859467458772,17738,10
"11008A0BJ",2.93326008398856,17889,10
"11008A0PA",5.09791059181653,16880,10
"11008A10-",9.37580147067786,13675,8
"11008A11-",3.60701935769834,17629,10
"11008A12-",4.36950553673872,17276,10
"11008A19-",14.4868597414987,9572,6
"11008A20-",3.99339567373771,17461,10
"11008A21-",5.54393798344413,16599,10
"11008A22-",13.5520067879356,10238,6
"11008A283",11.0467487112431,12250,7
"11008A30-",6.07791666077232,16248,9
"11008A31-",4.56048811471402,17180,10
"11008A32-",8.17221222634057,14681,9
"11008A332",6.79498759442605,15765,9
"11008A381",7.61775546318292,15126,9
"11008A3MB",5.51017055109199,16619,10
"11008A3PB",5.00445344644468,16934,10
"11008A40-",5.05918065701681,16902,10
"11008A49-",9.0415542993422,13967,8
"11008A500",5.48061973951003,16637,10
"11008A510",12.1581095328224,11353,7
"11008A59-",5.06913351702536,16895,10
"11009A000",17.2956794757802,7748,5
"11009A01-",7.28175034635275,15399,9
"11009A02-",7.78068463263585,14992,9
"11009A03-",8.31252072614083,14575,8
"11009A042",3.80063430163195,17549,10
"11009A0AD",17.0597521793213,7863,5
"11009A0MC",4.59722728418541,17160,10
"11009A0PD",11.2032662292279,12123,7
"11009A0QC",8.14622119027537,14701,9
"11009A20-",4.43974601360464,17249,10
"11009A21-",8.83131928638302,14147,8
"11009A222",2.73971369029861,17955,10
"11009A281",5.28575285658971,16759,10
"11009A29-",8.90327027750546,14086,8
"11009A30-",9.1817241318297,13841,8
"11009A38-",16.0899169372616,8441,5
"11009A3AB",3.6798975712792,17598,10
"11009A3PB",10.2165414787787,12963,8
"11009A49-",15.0411051642668,9175,6
"11009A5AA",8.56070137387809,14357,8
"11009A5PA",6.50764647086286,15977,9
"11009B00-",14.3445702983015,9683,6
"11009B01-",2.80062492691325,17936,10
"11009B02-",15.724389744181,8700,5
"11009B032",4.71752531276228,17095,10
"11009B08-",14.9221350591771,9265,6
"11009B091",6.57009891410817,15934,9
"11009B18-",8.9968683279707,13998,8
"11009B19-",15.0886337087525,9144,5
"11009B20-",13.9925665697027,9906,6
"11009B29-",11.2457054020471,12085,7
"11009B2MA",7.25985541408429,15414,9
"11009B2PA",14.1803977644344,9781,6
"11009C00-",2.88949906663563,17902,10
"11009C01-",4.84829944571107,17020,10
"11009C020",4.06440978423444,17424,10
"11009C03-",8.57156231711227,14351,8
"11009C08-",16.6287430884707,8092,5
"11009C090",3.46317175793027,17687,10
"11013A00-",4.91510355881306,16978,10
"11013A01-",3.08722978171489,17835,10
"11013A02-",2.19951503107884,18092,10
"11013A03-",1.4790141866187,18223,10
"11013A040",1.59015984259219,18204,10
"11013A050",4.65980987963205,17127,10
"11013A101",1.96341495268735,18139,10
"11013A11-",3.68363460463422,17595,10
"11013A12-",2.18156408376015,18094,10
"11013A132",1.55028194749457,18211,10
"11013A142",1.19021490932821,18254,10
"11013A181",6.34736825925154,16091,9
"11013A19-",12.5793464460923,11002,7
"11013A20-",5.43135952140302,16661,10
"11013A21-",5.85778675076651,16404,9
"11016A000",7.62216463095826,15118,9
"11016A010",16.4459022293195,8204,5
"11016A021",13.2357676820197,10504,6
"11016A042",10.9143770321352,12372,7
"11016A052",7.78261034098512,14990,9
"11016A091",11.8619155400844,11591,7
"11016A101",7.00924632284427,15605,9
"11016A112",3.85564936599133,17516,10
"11016A180",5.78546308801084,16441,9
"11016A191",5.17026682998052,16836,10
"11016A1AJ",14.8846373955285,9303,6
"11016A200",5.55904662816895,16590,10
"11016A262",13.7234041211854,10117,6
"11016A273",5.51605451055545,16614,10
"11016A281",10.522146550203,12699,7
"11016A291",11.7780455611291,11653,7
"11016A300",14.0492612025162,9865,6
"11016A391",16.8843722541499,7962,5
"11016A3AJ",15.994663564285,8505,5
"11016A401",17.91917432377,7395,5
"11016A412",12.6561122183049,10945,6
"11016A501",7.12624932241517,15527,9
"11016A592",12.6753971743401,10934,6
"11016A60-",8.53923661825827,14371,8
"11016A691",11.8121618040632,11635,7
"11018A000",11.9842148646555,11496,7
"11018A010",5.18889059255028,16822,10
"11018A021",17.7771636714867,7478,5
"11018A030",4.94955097659613,16962,10
"11018A042",16.2696207664812,8320,5
"11018A054",12.56643805564,11013,7
"11018A090",9.92670340733332,13212,8
"11018A101",22.3826699741718,5335,3
"11018A111",22.2358146550252,5382,3
"11018A122",20.5779690900551,6074,4
"11018A132",3.63395744410533,17619,10
"11018A143",13.5292217273111,10254,6
"11021A00-",2.70818573971565,17965,10
"11021A01-",2.06457904639207,18113,10
"11021A02-",2.76060402539452,17946,10
"11021A03-",2.20019340119142,18091,10
"11021A04-",1.86572862856376,18152,10
"11021A052",1.21562201572668,18252,10
"11021A062",1.43160314728873,18230,10
"11021A19-",1.68391576872619,18184,10
"11022A001",6.9883541331516,15624,9
"11022A012",1.1725639054331,18258,10
"11022A02-",6.07932111476052,16246,9
"11022A032",3.85820156212646,17514,10
"11022A080",1.51047343055891,18217,10
"11022A091",8.14370301732094,14702,9
"11022A10-",6.62847222453581,15888,9
"11022A11-",3.07770852967767,17839,10
"11022A120",3.80216282253808,17548,10
"11022A132",2.33103708903308,18062,10
"11022A181",10.1347743207976,13036,8
"11022A19-",2.73673032405276,17956,10
"11022A201",8.22488368855192,14644,9
"11022A21-",6.04535681583276,16269,9
"11022A22-",4.72585896436182,17086,10
"11022A232",5.99850232087659,16300,9
"11022A28-",1.69448602635302,18180,10
"11022A2AA",9.55274374462666,13536,8
"11022A2MA",5.84560763862402,16411,9
"11022A30-",5.10453312233806,16875,10
"11022A31-",5.13883128187801,16858,10
"11022A322",1.88850719819973,18150,10
"11022A382",4.14447838039238,17395,10
"11022A39-",3.81937277845254,17538,10
"11022A401",13.3811054296283,10374,6
"11022A412",13.51482351199,10267,6
"11022A423",7.22240339146932,15446,9
"11022A48-",4.90977628189448,16979,10
"11022A49-",15.9791162620925,8517,5
"11022A50-",12.3436656201983,11208,7
"11022A582",2.63939973590664,17982,10
"11022A682",9.97548748242527,13169,8
"11022A692",8.70081157278595,14253,8
"11023A00-",8.10684894415261,14728,9
"11023A01-",3.42853665277072,17703,10
"11023A02-",3.76323497356975,17565,10
"11023A03-",10.2888344988489,12897,8
"11023A04-",9.06330600027693,13934,8
"11023A050",8.22913877940993,14642,9
"11023A062",2.75967463404467,17947,10
"11023A08-",5.03990141240369,16913,10
"11023A091",24.4596790671349,4582,3
"11023A10-",6.74446566656079,15799,9
"11023A11-",17.3603190993802,7708,5
"11023A122",1.45145095931017,18228,10
"11023A133",1.72401669551074,18177,10
"11023A191",5.31752042418867,16735,10
"11023A200",7.77538947662837,14999,9
"11023A212",12.5608491369401,11018,7
"11023A280",1.21912303792644,18251,10
"11023A291",5.14394566894441,16853,10
"11023B30-",6.70913445918613,15825,9
"11023B31-",8.26584316326139,14610,8
"11023B32-",2.37127928721879,18049,10
"11023B330",4.26010174424742,17333,10
"11023B391",4.48606326635886,17225,10
"11023B40-",3.52601843489689,17665,10
"11023B49-",3.93110743575903,17481,10
"11024A00-",12.6868692888332,10925,6
"11024A01-",2.56727033292646,18004,10
"11024A02-",3.7064207717771,17584,10
"11024A03-",11.3030808382593,12034,7
"11024A04-",4.18973709209527,17370,10
"11024A05-",2.72877665262507,17958,10
"11024A072",5.94383103061347,16334,9
"11024A09-",1.4121157964584,18234,10
"11024A10-",7.6195936325053,15123,9
"11024A111",3.3856584668829,17716,10
"11024A132",4.19200426526441,17367,10
"11024A191",7.77499445893624,15001,9
"11024A1MA",3.17327432175778,17793,10
"11024A1PA",7.78567085465021,14984,9
"11024A200",2.16473161086904,18101,10
"11024A210",2.16741061447488,18100,10
"11024A220",2.02477707444079,18127,10
"11024A280",2.7039060686379,17966,10
"11024A291",3.39397464433186,17714,10
"11024A30-",5.79555745868975,16437,9
"11024A412",1.91931791428269,18148,10
"11024A423",1.24525534811625,18248,10
"11024A434",2.2010908280367,18090,10
"11024B00-",5.10506680140703,16873,10
"11024B012",7.2132525550245,15455,9
"11024B08-",9.99870559059598,13153,8
"11024B091",3.26923417030765,17762,10
"11024B190",7.85923197007556,14919,9
"11025A000",3.58220667099888,17639,10
"11025A01-",3.51292190550988,17670,10
"11025A02-",1.41744145267974,18232,10
"11025A042",0.731727892616764,18288,10
"11025A053",0.927007426539826,18275,10
"11025A08-",1.57942301840284,18207,10
"11025A091",5.38238841167069,16692,10
"11025A184",2.71430621846989,17962,10
"11025A19-",6.7719364590544,15778,9
"11029A00-",7.60169390085202,15146,9
"11029A01-",4.52188020902173,17207,10
"11029A02-",3.44973116638389,17694,10
"11029A041",9.43910919133826,13618,8
"11029A07-",5.64191235146971,16533,10
"11029A10-",4.74169433217591,17075,10
"11029A11-",3.67979292720077,17599,10
"11029A12-",3.37306794669253,17720,10
"11029A13-",3.34060390915248,17737,10
"11029A14-",5.34217786701233,16721,10
"11029A172",8.01649773404288,14798,9
"11029A18-",9.7120594683548,13394,8
"11029A191",46.8554204179672,872,1
"11029A201",7.62039451716726,15120,9
"11029A211",5.44413529238857,16654,10
"11029A22-",5.08612793393264,16884,10
"11029A232",8.4920687363825,14412,8
"11029A242",3.7013965831309,17586,10
"11029A301",9.62644114261197,13475,8
"11030A00-",17.5292734993597,7616,5
"11030A01-",21.3997202530368,5750,4
"11030A02-",10.8415098425595,12438,7
"11030A03-",14.0035516988975,9895,6
"11030A091",12.4535804723278,11121,7
"11030A10-",20.2505756270611,6209,4
"11030A17-",5.78766235055541,16438,9
"11035A000",7.83034490363263,14937,9
"11035A01-",1.7095328471982,18178,10
"11035A022",1.80198404169274,18164,10
"11035A08-",1.6324944953763,18197,10
"11035A091",5.92168682197939,16351,9
"11035A10-",4.55997685923472,17182,10
"11035A20-",2.65256154641593,17976,10
"11035A29-",4.70005978685712,17104,10
"11035A30-",11.5428546797781,11836,7
"11035A39-",9.23014130881527,13785,8
"11035B00-",10.6378416015403,12619,7
"11035B010",5.23717710589026,16791,10
"11035B02-",2.25244249229193,18071,10
"11035B032",5.39821992818233,16681,10
"11035B043",4.36188054745776,17283,10
"11035B080",10.9719728468414,12317,7
"11035B091",9.65196110795596,13452,8
"11035B19-",4.61678387458633,17149,10
"11035B2MA",11.2851176405045,12051,7
"11035B2PA",4.39650101773203,17265,10
"11035C00-",6.24887713232469,16154,9
"11035C01-",4.47115412427339,17233,10
"11035C022",7.01814224197357,15599,9
"11035C081",3.0832316941199,17836,10
"11035C09-",4.86603514492698,17004,10
"11035C19-",6.44197049124916,16025,9
"11035C29-",3.2666371816128,17763,10
"11035C39-",8.42719528413368,14476,8
"11035D001",9.04447982209159,13961,8
"11035D012",5.82648758827449,16423,9
"11035D0AA",2.36926594153481,18050,10
"11035D0PA",8.88789516321033,14102,8
"11035D10-",5.31761469746153,16734,10
"11035D19-",7.51503731559177,15221,9
"11037A01-",5.40498598955906,16674,10
"11037A02-",9.27922481023298,13742,8
"11037A032",4.67489562581165,17119,10
"11037A080",8.10393599912041,14731,9
"11037A091",7.04256977380455,15585,9
"11037A0ON",8.46261108748365,14444,8
"11037A10-",12.6438497651357,10951,6
"11037A19-",9.67016287128534,13434,8
"11037B00-",22.9075215985087,5130,3
"11037B01-",13.9121485632066,9972,6
"11037B022",24.5128417865747,4565,3
"11037B091",13.328494329817,10432,6
"11037C000",3.1110147731584,17823,10
"11037C010",4.48820728764779,17222,10
"11037C022",1.78027808844866,18168,10
"11037C081",5.51479714317473,16615,10
"11037C090",8.43771243534339,14461,8
"11037C100",3.31577741043449,17748,10
"11037C110",5.1454279921326,16851,10
"11037C12-",5.30813012773877,16741,10
"11037C180",6.69121793752265,15843,9
"11037C19-",5.58442967809137,16573,10
"11037C20-",10.5572779201989,12674,7
"11038A000",13.0919583056371,10622,6
"11038A010",6.10771768475481,16229,9
"11038A020",16.0572834073936,8467,5
"11038A030",3.76021989060317,17566,10
"11038A04-",1.39086830634324,18236,10
"11038A070",6.56700748772819,15938,9
"11038A090",6.94290190785192,15665,9
"11038A1AR",7.60980024874242,15138,9
"11038A1BR",2.74213478299575,17954,10
"11039A00-",9.23867313253297,13776,8
"11039A010",4.48656779007188,17224,10
"11039A02-",6.16227271166305,16201,9
"11039A03-",4.82697141489601,17029,10
"11039A04-",7.12687372757567,15526,9
"11039A081",11.3324124531638,12016,7
"11039A09-",15.0278869235421,9185,6
"11039A10-",6.94284786018526,15666,9
"11039A11-",10.5573819447113,12673,7
"11039A122",6.71123602919786,15823,9
"11039A20-",11.9946793686618,11492,7
"11039A21-",10.3723947320638,12820,8
"11039A22-",10.9107757516562,12377,7
"11039A23-",15.9443904431235,8530,5
"11039A28-",4.81088074781433,17041,10
"11039A29-",13.9549338732871,9933,6
"11039B000",5.52923346359531,16606,10
"11039B01-",3.6193561384152,17623,10
"11039B02-",8.91098969326432,14074,8
"11039B032",5.56459631957457,16585,10
"11039B08-",0.811411173691575,18283,10
"11039B091",15.9809677454547,8515,5
"11039B10-",8.93034123209696,14060,8
"11039B19-",7.3387460816528,15339,9
"11040A00-",13.3994801297502,10359,6
"11040A01-",12.7475985553715,10879,6
"11040A02-",7.19864944039342,15469,9
"11040A03-",7.55167982255544,15186,9
"11040A040",9.35008107859844,13695,8
"11040A050",4.14613763012763,17393,10
"11040A060",8.15670175184466,14689,9
"11040A072",10.6965313377435,12557,7
"11040A091",6.00343177603137,16295,9
"11040A0AA",8.03849445254734,14778,9
"11040A0PA",3.83718829826515,17527,10
"11040A10-",9.18076022372354,13842,8
"11040A11-",5.31036075496151,16739,10
"11040A12-",5.58063529952348,16577,10
"11040A13-",3.77437373992879,17559,10
"11040A14-",11.130008760283,12183,7
"11040A182",11.2113646845114,12115,7
"11040A191",6.01492140326362,16287,9
"11040A201",9.74646608160004,13365,8
"11040A211",4.95180419996288,16960,10
"11040A222",9.2085193631732,13809,8
"11040A232",13.0114281401287,10674,6
"11040A242",13.6744631937003,10162,6
"11040A253",12.9790341260145,10693,6
"11040A27-",13.4144789599604,10346,6
"11040A291",14.4094021379815,9627,6
"11040A30-",6.28409321670109,16134,9
"11040A312",5.02907279733591,16920,10
"11040A322",8.0173778893973,14795,9
"11040A381",10.0018707221182,13148,8
"11040A391",6.65558114720862,15863,9
"11040A40-",4.77118582277694,17058,10
"11040A410",6.94047545280373,15668,9
"11040A480",2.80668255174157,17933,10
"11040A50-",14.5532724135698,9529,6
"11040A67-",19.7578990879322,6446,4
"11044A001",11.5995666673543,11785,7
"11044A010",11.4528990686024,11914,7
"11044A02-",3.81647688785566,17539,10
"11044A032",11.112665249743,12189,7
"11044A042",1.64103216135978,18196,10
"11044A0PN",15.6190964642262,8766,5
"11044A10-",10.8467213484,12432,7
"11044A112",2.90922500956301,17897,10
"11044A21-",8.91643821085811,14069,8
"11044B001",7.87449789505813,14901,9
"11044B012",2.77766880454875,17940,10
"11044B022",2.60864855998693,17993,10
"11044B091",1.78018907940411,18169,10
"11044B100",3.43463291794577,17702,10
