"CD_RES_SECTOR","score","rank","deciles"
"24104A052",13.4420948975141,10666,6
"24104A091",5.40861866381297,17480,10
"24104A11-",13.9977056654589,10204,6
"24104A20-",12.6073190003953,11342,7
"24104A211",15.0694291998238,9380,5
"24104A222",14.4690475028726,9853,6
"24104A300",12.9806855857708,11047,6
"24104A31-",11.6928491440846,12118,7
"24104A322",11.9198794497428,11900,7
"24104A391",10.9234741326793,12741,7
"24104A412",16.8671108596208,8205,5
"24104A423",17.2652813071251,7965,5
"24104A432",11.5380193655853,12254,7
"24104B00-",7.19618059492514,16183,9
"24104B010",9.73753932436994,13877,8
"24104B02-",10.1674350066465,13463,8
"24104B032",7.57531090647333,15883,9
"24104B043",6.31768749670581,16843,9
"24104B084",11.9692911475875,11855,7
"24104B091",11.180412394191,12543,7
"24104B112",9.99791717483151,13650,8
"24104B191",1.19993502559278,18747,10
"24104C00-",5.63081009717099,17339,10
"24104C010",9.13555666792204,14417,8
"24104C022",5.33897592886678,17532,10
"24104C091",6.45856140746501,16737,9
"24104C0AA",7.28001354015097,16114,9
"24104C0PA",5.01385277037997,17734,10
"24104C19-",7.84958253267301,15622,9
"24107A00-",34.6915394891013,2311,2
"24107A01-",36.9447165468362,1950,2
"24107A02-",25.3470540633634,4475,3
"24107A03-",26.1438047127964,4225,3
"24107A04-",29.7576275416582,3303,2
"24107A05-",22.5428702117491,5413,3
"24107A07-",25.2904707546659,4491,3
"24107A10-",36.9229753447096,1953,2
"24107A11-",20.9033399624732,6084,4
"24107A19-",13.1015048967423,10956,6
"24107A21-",24.1341031041784,4863,3
"24107A22-",29.7736373853763,3298,2
"24107A29-",10.9017852131197,12769,7
"24107A30-",22.4221440127619,5460,3
"24107A311",23.8991261052534,4952,3
"24107A322",11.3654271104233,12392,7
"24107A333",24.5366936496227,4721,3
"24107A39-",5.85347948197535,17165,10
"24107A40-",24.0054746323565,4902,3
"24107A49-",10.7419110575783,12935,7
"24107A50-",7.98509560581175,15479,9
"24107A51-",20.6777506140517,6195,4
"24107B00-",9.95362211385559,13696,8
"24107B091",12.0369950252694,11801,7
"24107B231",16.9979779250379,8125,5
"24107B282",10.3284434112993,13314,8
"24107C000",8.59858922478604,14915,8
"24107C010",16.442401139656,8471,5
"24107C023",9.33854660351849,14236,8
"24107C091",5.92413636039289,17122,10
"24107D00-",6.79159576611706,16490,9
"24107D01-",8.53858974605997,14982,8
"24107D020",4.62254395433424,17923,10
"24107D090",5.72871954708005,17260,10
"24107D29-",7.39310914106639,16026,9
"24107E00-",4.66863528955669,17900,10
"24107E012",6.18765697580425,16939,10
"24107E091",6.45756498624762,16738,9
"24107E100",4.59493048100095,17940,10
"24107E190",12.5019692181923,11433,7
"24107F00-",12.1946461826131,11672,7
"24107F09-",8.3920449295489,15122,9
"24107F191",6.94933483055818,16361,9
"24107F482",4.41093473851532,18027,10
"24107G00-",8.61255249779515,14903,8
"24107G01-",7.19615359535142,16184,9
"24107G022",7.73103096154976,15723,9
"24107G08-",6.59488566468769,16629,9
"24107G091",7.51209827921753,15937,9
"24107G183",15.6198488929226,9015,5
"24107G19-",3.655115154644,18329,10
"24107H000",10.941205869943,12728,7
"24107H010",19.9519771375272,6488,4
"24107H090",13.7041777387531,10455,6
"24107H19-",9.31782562032315,14260,8
"24107J00-",10.083184285196,13564,8
"24107J091",9.61208656291928,13987,8
"24107J19-",10.3392796389282,13302,8
"24107J29-",11.5204562477528,12265,7
"24109A00-",11.1407875546324,12574,7
"24109A012",7.96582839732728,15500,9
"24109A021",8.54313198627895,14976,8
"24109A032",4.45666196122097,18005,10
"24109A091",10.2718273204952,13367,8
"24109A0AA",7.4668404510933,15975,9
"24109A0PA",3.12801237169882,18491,10
"24109A19-",16.5925751530118,8361,5
"24109A21-",9.11748062681657,14432,8
"24109B00-",11.7124491533271,12100,7
"24109B01-",5.92111713510705,17124,10
"24109B09-",6.64477138861538,16599,9
"24109B11-",5.0773423017318,17696,10
"24109B184",8.83448785695129,14716,8
"24130A00-",22.0077685806118,5613,3
"24130A09-",7.7645413401479,15693,9
"24130A19-",15.7309067597749,8946,5
"24130B082",7.2716340650043,16123,9
"24130B091",8.29238201557226,15208,9
"24130C00-",14.113734715061,10122,6
"24130C09-",13.7615777628114,10407,6
"24130C19-",9.7052936722694,13909,8
"24130D00-",13.9096947224603,10281,6
"24130D09-",9.63713325732759,13974,8
"24130E00-",15.5846496719331,9033,5
"24130E012",13.2398297014116,10844,6
"24130E091",11.1917241948247,12529,7
"24130E19-",13.6525801019033,10499,6
"24130E29-",9.38267163533937,14197,8
"24133A00-",10.1516678673259,13482,8
"24133A09-",6.73635725517627,16529,9
"24133B00-",6.92473069621015,16381,9
"24133B081",4.74072445408539,17858,10
"24133B09-",2.62680235299028,18605,10
"24133B102",6.897465047978,16401,9
"24133C000",9.23297592426009,14333,8
"24133C090",6.61630691884598,16615,9
"24133D00-",11.0365498393032,12657,7
"24133D09-",9.07492055569758,14484,8
"24133E00-",12.6095248831749,11340,7
"24133E08-",6.25057042609552,16892,10
"24133F00-",12.2323669064639,11636,7
"24133F09-",7.20848189346723,16173,9
"24133G00-",7.6567796069014,15807,9
"24133G09-",5.14920618071765,17668,10
"24134A00-",19.1925350561461,6886,4
"24134A011",11.6651956781532,12140,7
"24134A012",10.2374771304313,13404,8
"24134A023",6.28098581577901,16874,9
"24134A091",6.59760510244048,16625,9
"24134A092",7.5541894010942,15902,9
"24134A10-",14.4113221331625,9897,6
"24134A114",8.96363212491724,14590,8
"24134A191",8.11931148206526,15365,9
"24134A192",5.7319043938429,17256,10
"24134B00-",17.6059136935905,7758,5
"24134B091",9.22371664885259,14345,8
"24134B092",10.9504262404561,12716,7
"24134B10-",9.16370866407557,14394,8
"24134B19-",9.84286388563014,13787,8
"24134B201",8.11487806714817,15368,9
"24134B202",6.82068627718537,16451,9
"24134B212",8.37163005126421,15141,9
"24134B291",10.7656850434413,12915,7
"24134B31-",6.85251447624744,16426,9
"24134C001",7.46763834917592,15973,9
"24134C002",9.36529035113681,14210,8
"24134C09-",7.99393752204796,15474,9
"24134D001",8.72032752993529,14798,8
"24134D002",3.4787459776352,18385,10
"24134D01-",9.86369980767748,13769,8
"24134D022",7.30726152671343,16083,9
"24134D091",8.37562782470891,15134,9
"24134D112",10.0385665497279,13615,8
"24134D191",10.0993818638154,13551,8
"24134E00-",8.58000572572574,14937,8
"24134E014",7.80226204496968,15656,9
"24134E08-",4.14318309943653,18142,10
"24134E091",3.9966400811693,18212,10
"24134E092",8.29039968864856,15210,9
"24134E093",13.3847482806628,10716,6
"24134F003",10.1271161935905,13521,8
"24134F092",7.19520489771322,16186,9
"24135A001",6.50230665898552,16701,9
"24135A012",6.40699560442068,16778,9
"24135A091",5.74353517508159,17249,10
"24135A11-",6.97918516041429,16335,9
"24135A122",6.08532195154532,17005,10
"24135A201",5.27956934097375,17579,10
"24135A212",6.62789244712688,16612,9
"24135A29-",5.43478988792389,17457,10
"24135B00-",3.79500347725018,18292,10
"24135B09-",2.92434099580705,18551,10
"24135B100",9.3167490804151,14262,8
"24135B190",8.75679365922811,14769,8
"24135C000",7.10560196833253,16251,9
"24135C012",6.80832225343857,16466,9
"24135C080",6.7502320264119,16522,9
"24135C091",6.49733675578521,16704,9
"24135C190",5.81571541938855,17187,10
"24135D00-",5.99459140178987,17081,10
"24135D012",13.2266133616574,10855,6
"24135D023",4.03165882334561,18198,10
"24135D0AA",5.13834599985469,17669,10
"24135D0PA",9.80487639597863,13817,8
"24137A00-",5.5539798374639,17392,10
"24137A09-",4.32435143106928,18067,10
"24137A10-",5.0310915377156,17724,10
"24137A19-",11.0339593655426,12661,7
"24137A28-",6.96085395906151,16356,9
"24137B00-",6.21679988158464,16915,10
"24137B09-",8.9460418475779,14612,8
"24137B10-",2.58346659801791,18618,10
"24137B19-",7.05968963642805,16282,9
"24137C000",3.4045969724738,18411,10
"24137C012",3.40441534139819,18412,10
"24137C081",4.72012972956199,17870,10
"24137C091",8.57228854815124,14947,8
"24137D000",8.27486303558855,15223,9
"24137D090",4.09669266927503,18166,10
"25005A001",8.41150107256553,15101,9
"25005A012",13.0304325291466,11009,6
"25005A090",11.8540078646366,11965,7
"25005A10-",16.3863474274664,8499,5
"25005A190",10.3736502991441,13269,8
"25005B00-",6.48794626598363,16713,9
"25005B01-",5.39612882478943,17490,10
"25005B099",4.56987876042647,17954,10
"25005C00-",11.8453165197836,11972,7
"25005C01-",7.69580982893194,15766,9
"25005C082",5.46440445065191,17435,10
"25005C091",7.17532310040459,16204,9
"25005D00-",10.4652330667845,13190,8
"25005D01-",6.39751675266109,16784,9
"25005D09-",7.08742235113797,16261,9
"25005E001",13.9345243470957,10265,6
"25005E012",10.0428259945512,13611,8
"25005E022",7.66655395553769,15799,9
"25005E090",8.70764437674263,14805,8
"25005E10-",10.9118378213105,12754,7
"25005E19-",5.41781748590096,17471,10
"25014A00-",27.711785830134,3775,3
"25014A01-",24.5104996520742,4737,3
"25014A020",21.5577449068582,5808,4
"25014A031",15.2229653569033,9266,5
"25014A04-",21.9766704530493,5628,3
"25014A05-",23.9474367071728,4927,3
"25014A082",8.80907350141093,14732,8
"25014A091",9.10309962704953,14453,8
"25014A100",14.9490015676769,9471,6
"25014A11-",9.06393600377984,14495,8
"25014A120",23.3681670998795,5142,3
"25014A13-",15.5686890253517,9041,5
"25014A141",9.0639863007622,14494,8
"25014A150",7.32074970125119,16074,9
"25014A180",11.4253714670918,12344,7
"25014A191",9.21862300209894,14349,8
"25014A21-",10.2697997160808,13368,8
"25014A22-",8.08172575339498,15397,9
"25014A272",10.7408882012936,12936,7
"25014A2PN",13.4407850358595,10669,6
"25014A400",12.9149753570179,11095,6
"25014A410",15.0836779223611,9369,5
"25014A42-",18.3424825089695,7351,4
"25014A431",8.66420729240095,14848,8
"25014A442",9.66849064565581,13950,8
"25014A491",4.54311892071487,17966,10
"25014A501",20.5228757550305,6256,4
"25014A522",8.92994112341212,14630,8
"25014A57-",17.7299515733239,7698,5
"25014A572",12.3486637411967,11539,7
"25014A610",17.002458436444,8119,5
"25014A622",9.96000011358178,13690,8
"25014A632",10.0143815633888,13630,8
"25014A683",16.0499899508099,8737,5
"25014A694",18.6381992901295,7188,4
"25014A70-",10.7638663537501,12919,7
"25014A71-",16.0410781361079,8744,5
"25014A812",11.7721612020324,12044,7
"25014A823",29.8946753987985,3266,2
"25014A914",5.52425652435775,17404,10
"25014B001",13.2263558571949,10856,6
"25014B012",8.77493442444555,14758,8
"25014B023",5.37315074217481,17501,10
"25014B034",12.0003802289491,11833,7
"25014B042",7.78800451796469,15674,9
"25014B053",6.4764609379982,16726,9
"25014B091",8.9325930018736,14627,8
"25014B100",11.6129488909414,12176,7
"25014C00-",13.5743276120581,10571,6
"25014C010",3.73334591501212,18308,10
"25014C022",6.24783007838782,16894,10
"25014C081",5.6055216389015,17356,10
"25014C091",7.25905937810652,16128,9
"25014C10-",21.6130321595955,5786,4
"25014C113",11.2539287640858,12478,7
"25014C182",13.0834288700776,10970,6
"25014C191",4.39800298974613,18035,10
"25014C213",13.2746026978201,10818,6
"25014C912",8.13129697374521,15357,9
"25015A00-",18.2941980321614,7372,4
"25015A011",7.59669244815677,15861,9
"25015A02-",16.8372774139524,8219,5
"25015A03-",7.94499805309651,15517,9
"25015A08-",19.9110151880796,6510,4
"25015A09-",15.1905839362542,9289,5
"25015A10-",19.0117854215895,6986,4
"25015A11-",18.0083396476815,7549,5
"25015A121",13.9418647695066,10259,6
"25015A132",11.1377028442994,12575,7
"25015A142",6.0261314940529,17059,10
"25015A18-",14.0497262335546,10171,6
"25015A191",19.6518851576175,6634,4
"25015A282",9.64683028574572,13965,8
"25015A29-",11.2528935684897,12479,7
"25015B00-",19.1154774060038,6923,4
"25015B010",5.41159602577675,17476,10
"25015B0PN",14.3424958157767,9942,6
"25015B0QP",11.708059121294,12103,7
"25015B101",18.460021268497,7293,4
"25015B110",9.96901604153936,13684,8
"25015B172",15.5875252213611,9032,5
"25015B180",9.46651434202155,14117,8
"25018A000",12.5997977283335,11352,7
"25018A01-",10.7549610489341,12925,7
"25018A082",4.54783030130004,17965,10
"25018A085",15.6612172196803,8992,5
"25018A091",14.9115354633071,9504,6
"25018A10-",18.8982419632242,7048,4
"25018A110",11.2911241636667,12445,7
"25018A120",11.0308133144961,12664,7
"25018A133",9.39176696843259,14186,8
"25018A144",11.272242461755,12458,7
"25018A182",8.97344520793146,14576,8
"25018A191",25.8039185053951,4335,3
"25018B00-",10.8695756013004,12800,7
"25018B010",11.493450749843,12284,7
"25018B09-",7.80611056559577,15654,9
"25018B10-",19.5688899464482,6674,4
"25018B11-",10.233265230547,13408,8
"25018B191",13.3756409478842,10725,6
"25018B312",12.0944831253096,11758,7
"25018C000",15.6162044696842,9016,5
"25018C01-",10.287964684358,13347,8
"25018C020",10.5315698330439,13138,8
"25018C080",5.36083621358417,17514,10
"25018C091",12.7654889059881,11213,6
"25018C112",8.64157344850605,14873,8
"25018C193",4.05772121561389,18185,10
"25018C294",13.8701140848608,10312,6
"25018D00-",9.84657942132346,13783,8
"25018D082",11.5538270203229,12237,7
"25018D091",13.6836877887175,10468,6
"25018E000",7.72010505975607,15737,9
"25018E01-",14.7969917671936,9582,6
"25018E02-",6.97895288930925,16337,9
"25018E032",11.7971048743622,12017,7
"25018E081",10.636252090218,13040,7
"25018E091",5.83834450358416,17173,10
"25018E112",9.95513375424096,13694,8
"25018F00-",7.81856010408562,15646,9
"25018F09-",3.30184609808327,18442,10
"25023A001",22.5312335854178,5415,3
"25023A011",20.863197161529,6102,4
"25023A022",19.346391644468,6797,4
"25023A073",25.1172947475044,4538,3
"25023A082",12.814550638799,11163,6
"25023A091",7.382805624893,16032,9
"25023A100",17.7635047371726,7676,5
"25023A1AA",8.80000141877546,14740,8
"25023A1PA",25.1360334605076,4528,3
"25023A200",7.88540084429572,15588,9
"25023A28-",11.4403043203014,12328,7
"25023A291",8.33377835456943,15168,9
"25023A2AB",7.36965086955371,16045,9
"25023A30-",9.0288645537172,14528,8
"25023A310",11.4776739864309,12298,7
"25023A40-",10.5038057817371,13159,8
"25023A483",5.49315868781625,17417,10
"25023A492",10.8258866450892,12849,7
"25023A499",12.9069383699605,11097,6
"25023A512",15.7875469579374,8907,5
"25023A610",10.8620375937483,12809,7
"25031A00-",32.1266837258013,2789,2
"25031A01-",28.8144684094268,3502,2
"25031A070",22.3450653593246,5487,3
"25031B000",19.2132151230251,6882,4
"25031B082",11.3581934379621,12397,7
"25031B091",8.92789452631012,14632,8
"25031B11-",12.5227552599826,11419,7
"25031B122",9.78394577686364,13839,8
"25031B133",11.0345718327718,12660,7
"25031B191",25.5675795264583,4411,3
"25031B2AJ",10.2282253832534,13413,8
"25031B31-",13.6997210276298,10461,6
"25031B391",7.30760784077423,16082,9
"25031C00-",15.9056656145108,8830,5
"25031C01-",15.8110057747746,8892,5
"25031C09-",8.16833002877878,15321,9
"25031C11-",11.9660224862544,11857,7
"25031C19-",8.96854995357923,14583,8
"25031C20-",18.5605687354146,7234,4
"25031D00-",12.9636832769217,11056,6
"25031D09-",9.39768606050871,14177,8
"25031E000",20.7527266830071,6162,4
"25031E01-",7.89879775615254,15576,9
"25031E02-",8.83988671460084,14710,8
"25031E082",30.8422851830322,3061,2
"25031E091",5.79004003836346,17208,10
"25031E11-",8.10609960528442,15377,9
"25031E191",7.826907919507,15640,9
"25031E292",7.67527945468444,15784,9
"25031F000",9.98967772150292,13665,8
"25031F01-",9.69032055228659,13931,8
"25031F022",7.9725706767905,15495,9
"25031F08-",17.3175678309396,7929,5
"25031F091",7.2531729853214,16134,9
"25031G00-",14.9565401527525,9463,6
"25031G013",7.2754901521096,16119,9
"25031G082",10.1373672969034,13503,8
"25031G091",13.6530507732721,10497,6
"25031G11-",13.0744674222045,10979,6
"25031G19-",4.27404278634318,18085,10
"25031G214",12.3665914285602,11526,7
"25031H00-",12.2486782628772,11622,7
"25031H089",12.6788626418849,11293,7
"25031H09-",16.3484806265854,8534,5
"25031H10-",24.9800198138945,4578,3
"25031H110",7.06612723203522,16276,9
"25031H120",11.5950895695251,12190,7
"25031H132",5.78540593984931,17211,10
"25031H210",19.6904339520495,6612,4
"25031H29-",9.45401279965853,14125,8
"25037A001",12.8327375727549,11146,6
"25037A012",10.4928288610388,13170,8
"25037A023",8.51509497371217,15000,8
"25037A091",8.37543439550145,15137,9
"25037A18-",13.5844326866712,10560,6
"25037A199",6.92519014566257,16379,9
"25037A282",11.435370403133,12330,7
"25037A30-",8.14583778548982,15344,9
"25037A39-",5.92795797761696,17117,10
"25037A41-",10.2945932039636,13341,8
"25037A500",7.39647423904746,16024,9
"25037A590",12.2382228074113,11630,7
"25037A600",16.8233757323188,8229,5
"25037A68-",23.8743396373267,4961,3
"25037A691",15.0414624901664,9401,6
"25037A71-",15.73366589069,8944,5
"25037A782",4.14397576245213,18141,10
"25037A793",8.16084973042987,15328,9
"25037A892",13.0576910109876,10992,6
"25037B00-",14.2229902741885,10022,6
"25037B01-",13.0415586611523,10998,6
"25037B02-",14.9543773806598,9467,6
"25037B091",7.42535312790052,16005,9
"25037B109",11.8890960693823,11937,7
"25037B299",13.2669586379132,10823,6
"25037C001",8.77657966343896,14756,8
"25037C012",11.6496485801274,12150,7
"25037C090",7.69412366453123,15767,9
"25037C10-",8.88554209891592,14673,8
"25037C21-",10.2533988959943,13386,8
"25037C290",11.3081350319975,12431,7
"25037D00-",14.7582167718941,9609,6
"25037D091",16.2820759652968,8577,5
"25037D10-",14.3934819139782,9908,6
"25037D19-",4.84778460384278,17796,10
"25037D20-",14.2930252816721,9976,6
"25037D21-",10.1746787178416,13455,8
"25037D222",6.65711943629756,16591,9
"25037D29-",17.1963979523642,8006,5
"25037E001",9.59751999779174,13997,8
"25037E012",8.46295046821426,15055,9
"25037E082",4.80715563431735,17819,10
"25037E091",9.35472506055017,14217,8
"25037E193",2.98451874124349,18532,10
"25037E294",17.9247616896992,7586,5
"25043A00-",15.5502286991782,9049,5
"25043A01-",15.0272457976536,9415,6
"25043A022",4.81050278062965,17816,10
"25043A091",12.8928037714733,11105,6
"25043B000",12.6957456207477,11282,7
"25043B080",22.0533751692429,5595,3
"25043B09-",9.67832953051605,13944,8
"25043B19-",16.1911273900787,8634,5
"25043C00-",10.7830856875347,12893,7
"25043C09-",16.1546843436107,8652,5
"25043C10-",14.3143479697733,9963,6
"25043C19-",16.7751118876252,8254,5
"25043D00-",13.5385896296465,10599,6
"25043D09-",6.41807217702315,16771,9
"25043D19-",5.22951772647065,17607,10
"25043E001",15.8940285072293,8837,5
"25043E01-",14.9754234851843,9449,6
"25043E082",7.05043822878183,16289,9
"25043E091",11.9183717178916,11902,7
"25043E092",2.60353898600964,18611,10
"25043E100",10.742339812725,12934,7
"25043E122",9.55905403869951,14039,8
"25043E183",5.13753742506936,17671,10
"25043E19-",11.7328907417074,12081,7
"25044A00-",9.21661954422345,14353,8
"25044A01-",11.901906636566,11922,7
"25044A033",9.45676881121407,14124,8
"25044A082",10.1834115058635,13448,8
"25044A091",9.59356013118615,14000,8
"25044A11-",7.49020528584101,15959,9
"25044A19-",14.5478084255881,9782,6
"25044A200",13.3724266521,10730,6
"25044A290",9.10006679327111,14456,8
"25044A39-",17.753951263918,7682,5
"25044A47-",22.9128232015213,5300,3
"25044A49-",11.0775670309031,12615,7
"25044A61-",21.8856568713993,5666,4
"25044A691",9.52888526678441,14066,8
"25044B00-",8.01592002424819,15454,9
"25044B08-",14.0867657678472,10136,6
"25044B09-",6.5913715356147,16632,9
"25044C00-",16.6153228435397,8349,5
"25044C01-",17.6250245242746,7748,5
"25044C072",13.6789764962158,10470,6
"25044C081",16.7049187123405,8295,5
"25044C091",12.229599527384,11640,7
"25044C10-",26.9030480891207,4000,3
"25044C19-",19.2545767127993,6859,4
"25048A00-",31.1150799275243,3003,2
"25048A01-",35.6496991756344,2151,2
"25048A02-",31.9940705384159,2810,2
"25048A03-",33.5338305358381,2511,2
"25048A04-",16.279127338859,8578,5
"25048A081",19.7095861920944,6603,4
"25048A09-",33.511370523647,2517,2
"25048A19-",17.8837086112287,7607,5
"25048A20-",42.6844794497286,1259,1
"25048A29-",9.50283645920414,14089,8
"25048B00-",12.024497897556,11815,7
"25048B01-",13.2750147810094,10817,6
"25048B099",14.7927352164713,9585,6
"25048C00-",14.6077953651276,9725,6
"25048C082",7.60547353214808,15850,9
"25048C091",9.49196244581263,14100,8
"25048D00-",18.7671319838113,7119,4
"25048D09-",6.3167108598342,16844,9
"25048E00-",9.13091474914731,14424,8
"25048E08-",6.97905417049196,16336,9
"25048E099",6.68350873593256,16567,9
"25048F00-",13.9436967348478,10255,6
"25048F01-",12.8765104296822,11118,6
"25048F02-",9.47934758733513,14105,8
"25048F099",14.5209091253611,9809,6
"25048F100",15.2376565556407,9256,5
"25048F190",10.1601343171302,13470,8
"25048F49-",4.27839128159521,18081,10
"25048G000",11.1181260040038,12581,7
"25048G09-",7.50951925090178,15940,9
"25048H00-",5.21577079241234,17617,10
"25048H10-",18.1411287572134,7464,4
"25048H182",12.7798516789282,11201,6
"25048H191",8.13695810999979,15351,9
"25048J00-",17.3989703858774,7883,5
"25048J090",9.97648299154641,13679,8
"25048J10-",11.7907233028824,12024,7
"25048K009",11.8145708509833,12003,7
"25048K099",8.66773966409949,14844,8
"25048K10-",16.616476991794,8348,5
"25050A00-",18.2387731972668,7397,4
"25050A010",17.2805273043927,7956,5
"25050A02-",15.4095314835141,9130,5
"25050A041",15.4671761068539,9102,5
"25050A052",9.38363325886285,14195,8
"25050A082",19.4039517327077,6762,4
"25050A099",14.8029122591123,9575,6
"25050A100",15.0286831274547,9414,6
"25050A29-",17.122116924832,8050,5
"25050A31-",10.0650424874652,13584,8
"25050A320",11.7285018467813,12085,7
"25050A413",13.4676827002253,10648,6
"25068A001",20.1151685577623,6419,4
"25068A012",17.0100626684754,8115,5
"25068A091",14.2947766194465,9974,6
"25068A19-",8.67906975366464,14832,8
"25068B000",7.16898797461438,16206,9
"25068B091",4.97008048282008,17756,10
"25068C00-",10.7064858031799,12966,7
"25068C010",10.9754254703518,12699,7
"25068C02-",11.0822006318262,12613,7
"25068C082",20.6733874466694,6197,4
"25068C091",7.68741656388212,15777,9
"25068C100",8.96395652169262,14589,8
"25068C113",6.70056723180947,16553,9
"25072A001",34.4194593314176,2347,2
"25072A01-",26.8360280640225,4016,3
"25072A02-",29.2447623382508,3411,2
"25072A03-",24.5527854608036,4710,3
"25072A042",26.2080350539552,4197,3
"25072A091",13.040025557064,11000,6
"25072A100",16.1116059102135,8682,5
"25072A11-",30.2151752789443,3205,2
"25072A12-",18.1169422342981,7486,4
"25072A17-",23.4267773969546,5116,3
"25072A20-",24.3984852227122,4769,3
"25072A213",22.4624491507397,5444,3
"25072A224",9.89962699833497,13740,8
"25072A285",13.9971432063502,10206,6
"25072A29-",9.58830872021831,14003,8
"25072A30-",14.2770209845803,9984,6
"25072A311",16.0098038274641,8763,5
"25072A324",8.97425556532993,14575,8
"25072A372",14.7430593103325,9625,6
"25072A382",15.7733277474085,8918,5
"25072A391",15.3923558196601,9142,5
"25072A400",36.9621745177609,1947,2
"25072A410",15.0114173856854,9424,6
"25072A430",19.3884413814068,6772,4
"25072B000",15.1291364797872,9335,5
"25072B019",11.0399812086747,12654,7
"25072B032",9.12314003019043,14429,8
"25072B081",6.67364694664686,16573,9
"25072B090",9.80445750387911,13819,8
"25072C00-",11.8959527578999,11928,7
"25072C09-",16.1503745860033,8660,5
"25072D00-",25.0387946746204,4563,3
"25072D09-",9.08258783047554,14475,8
"25072E002",5.75640583243839,17240,10
"25072E091",14.5120260050882,9819,6
"25084A000",19.8795155954777,6526,4
"25084A01-",13.6385041278213,10517,6
"25084A020",12.3541668807221,11536,7
"25084A03-",9.2425360921436,14324,8
"25084A072",10.8709728295273,12798,7
"25084A089",7.25643636571732,16129,9
"25084A091",10.2215348567739,13420,8
"25084B00-",11.7645307470241,12047,7
"25084B01-",10.6431848311478,13034,7
"25084B02-",11.6805451664641,12127,7
"25084B082",3.55416565120522,18359,10
"25084B091",4.11148810429533,18158,10
"25084B19-",4.75761577127378,17845,10
"25084C000",10.0143729327589,13631,8
"25084C012",5.59125630487058,17366,10
"25084C091",3.9298007270809,18240,10
"25084D00-",10.0120873729438,13637,8
"25084D01-",8.02906698989405,15442,9
"25084D099",11.403164831809,12356,7
"25084D100",11.1032846281081,12586,7
"25084E000",13.7325564788399,10432,6
"25084E090",14.7788949134245,9593,6
"25084E199",17.6157846656987,7753,5
"25091A00-",20.9577744395127,6063,4
"25091A01-",10.8739800093033,12793,7
"25091A02-",6.71614811244237,16547,9
"25091A031",9.55912465181541,14038,8
"25091A101",13.7888876657755,10379,6
"25091A11-",8.39927597037397,15118,9
"25091A122",9.76751193389054,13850,8
"25091A20-",10.6938370268997,12977,7
"25091A212",8.41944666406927,15094,9
"25091A222",8.52796483468618,14990,8
"25091B00-",14.585496882441,9749,6
"25091B01-",14.9243009267781,9494,6
"25091B02-",23.8618338201143,4967,3
"25091B101",16.169382218765,8641,5
"25091B112",14.3241775681151,9959,6
"25091B12-",19.935504115392,6501,4
"25091C001",10.9324801254845,12732,7
"25091C012",14.6769258494637,9676,6
"25091C023",10.6983898674055,12973,7
"25091C091",7.53043011052016,15921,9
"25091C112",14.2580837427143,9998,6
"25091C183",11.3793402948219,12378,7
"25105A000",33.0069678245742,2593,2
"25105A011",29.5066353725841,3353,2
"25105A021",29.8717489197978,3272,2
"25105A041",33.6117697729937,2497,2
"25105A05-",24.8881500770473,4596,3
"25105A072",31.150867683028,2992,2
"25105A082",15.4435248797151,9112,5
"25105A091",14.3068788864188,9968,6
"25105A10-",21.7655337365747,5720,4
"25105A112",23.5189725905073,5083,3
"25105A181",21.357269147707,5889,4
"25105A190",16.5529592251585,8393,5
"25105A202",28.2731455571465,3629,2
"25105A213",27.8464089106305,3734,2
"25105A222",43.5318884266363,1180,1
"25105A271",17.0920729337865,8071,5
"25105A301",24.4899798810903,4748,3
"25105A312",21.2867748090602,5919,4
"25105A322",13.3198636220728,10783,6
"25105B001",11.4710116695567,12307,7
"25105B072",12.8927704851465,11106,6
"25105B090",11.7258546657737,12088,7
"25105B100",10.4115526744936,13232,8
"25105B172",15.9423657245899,8803,5
"25105B190",14.4716994092376,9850,6
"25105C00-",22.1985671889889,5537,3
"25105C010",35.728939693942,2134,2
"25105C02-",11.4476711877449,12323,7
"25105C03-",30.6244721055321,3114,2
"25105C091",10.4370778461671,13211,8
"25105D00-",17.1389572938635,8042,5
"25105D010",20.3691666079736,6316,4
"25105D022",13.9433055634184,10257,6
"25105D091",16.0721174233852,8717,5
"25105D191",8.51037374875735,15004,8
"25107A00-",8.40995941201843,15103,9
"25107A01-",6.37235928177897,16804,9
"25107A022",5.91793744410527,17126,10
"25107A081",9.99770655501064,13653,8
"25107A09-",7.30183277167867,16092,9
"25107B009",9.05553409173064,14504,8
"25107B090",4.6294097987203,17921,10
"25107B110",12.0024888229857,11831,7
"25107B191",4.98629347186519,17745,10
"25107B210",9.81555740922028,13809,8
"25107B310",5.27514748841071,17582,10
"25107B322",7.22860323126469,16155,9
"25107B390",5.57527341616601,17377,10
"25107C00-",11.335467159977,12410,7
"25107C09-",11.6359291064557,12159,7
"25107C199",7.38262243592663,16033,9
"25107D001",23.1599374473641,5227,3
"25107D08-",6.25621294340714,16887,9
"25107D09-",16.7748355431776,8255,5
"25107D10-",13.7118043854485,10448,6
"25107D112",9.22868040324646,14338,8
"25107D19-",11.0570104698614,12640,7
"25107D210",11.8099790000627,12006,7
"25107E00-",10.4132639551508,13231,8
"25107E01-",11.1888691943191,12531,7
"25107E091",9.69848028497087,13918,8
