"percentile","WEIGHT"
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
11,0.95
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
12,0.902631578947368
