"CD_RES_SECTOR","INDICATOR","MEASURE"
"11008A04-","score",4.90139359837065
"11008A0AA","score",3.33859467458772
"11008A0BJ","score",2.93326008398856
"11008A0PA","score",5.09791059181653
"11008A10-","score",9.37580147067786
"11008A11-","score",3.60701935769834
"11008A12-","score",4.36950553673872
"11008A19-","score",14.4868597414987
"11008A20-","score",3.99339567373771
"11008A21-","score",5.54393798344413
"11008A22-","score",13.5520067879356
"11008A283","score",11.0467487112431
"11008A30-","score",6.07791666077232
"11008A31-","score",4.56048811471402
"11008A32-","score",8.17221222634057
"11008A332","score",6.79498759442605
"11008A381","score",7.61775546318292
"11008A3MB","score",5.51017055109199
"11008A3PB","score",5.00445344644468
"11008A40-","score",5.05918065701681
"11008A49-","score",9.0415542993422
"11008A500","score",5.48061973951003
"11008A510","score",12.1581095328224
"11008A59-","score",5.06913351702536
"11009A000","score",17.2956794757802
"11009A01-","score",7.28175034635275
"11009A02-","score",7.78068463263585
"11009A03-","score",8.31252072614083
"11009A042","score",3.80063430163195
"11009A0AD","score",17.0597521793213
"11009A0MC","score",4.59722728418541
"11009A0PD","score",11.2032662292279
"11009A0QC","score",8.14622119027537
"11009A20-","score",4.43974601360464
"11009A21-","score",8.83131928638302
"11009A222","score",2.73971369029861
"11009A281","score",5.28575285658971
"11009A29-","score",8.90327027750546
"11009A30-","score",9.1817241318297
"11009A38-","score",16.0899169372616
"11009A3AB","score",3.6798975712792
"11009A3PB","score",10.2165414787787
"11009A49-","score",15.0411051642668
"11009A5AA","score",8.56070137387809
"11009A5PA","score",6.50764647086286
"11009B00-","score",14.3445702983015
"11009B01-","score",2.80062492691325
"11009B02-","score",15.724389744181
"11009B032","score",4.71752531276228
"11009B08-","score",14.9221350591771
"11009B091","score",6.57009891410817
"11009B18-","score",8.9968683279707
"11009B19-","score",15.0886337087525
"11009B20-","score",13.9925665697027
"11009B29-","score",11.2457054020471
"11009B2MA","score",7.25985541408429
"11009B2PA","score",14.1803977644344
"11009C00-","score",2.88949906663563
"11009C01-","score",4.84829944571107
"11009C020","score",4.06440978423444
"11009C03-","score",8.57156231711227
"11009C08-","score",16.6287430884707
"11009C090","score",3.46317175793027
"11013A00-","score",4.91510355881306
"11013A01-","score",3.08722978171489
"11013A02-","score",2.19951503107884
"11013A03-","score",1.4790141866187
"11013A040","score",1.59015984259219
"11013A050","score",4.65980987963205
"11013A101","score",1.96341495268735
"11013A11-","score",3.68363460463422
"11013A12-","score",2.18156408376015
"11013A132","score",1.55028194749457
"11013A142","score",1.19021490932821
"11013A181","score",6.34736825925154
"11013A19-","score",12.5793464460923
"11013A20-","score",5.43135952140302
"11013A21-","score",5.85778675076651
"11016A000","score",7.62216463095826
"11016A010","score",16.4459022293195
"11016A021","score",13.2357676820197
"11016A042","score",10.9143770321352
"11016A052","score",7.78261034098512
"11016A091","score",11.8619155400844
"11016A101","score",7.00924632284427
"11016A112","score",3.85564936599133
"11016A180","score",5.78546308801084
"11016A191","score",5.17026682998052
"11016A1AJ","score",14.8846373955285
"11016A200","score",5.55904662816895
"11016A262","score",13.7234041211854
"11016A273","score",5.51605451055545
"11016A281","score",10.522146550203
